H_real_0,H_real_1,H_real_2,H_real_3,H_imag_0,H_imag_1,H_imag_2,H_imag_3,x_real_0,x_real_1,x_imag_0,x_imag_1,y_real_0,y_real_1,y_imag_0,y_imag_1
0.3119944660522743,1.4961943710642387,-0.5787686755831031,-0.0896854614489065,-0.425365612345516,0.3585359568993812,-0.9157458512348801,1.3762065765277343,0.025762426912516033,1.4290567320468104,0.030632118919781296,0.9069827483332792,2.286703816658874,-1.5352705914743716,2.444309000710049,2.360203647241925
1.231948673880715,-0.11180816746293075,0.28656699287947013,0.36925037752141515,-0.6099882257773065,-0.12353508992661495,-0.14247835634060474,1.720669590356865,-0.32718805083243874,-0.5256205209580915,1.4339266350044764,-0.7419205612556432,0.8863245945441441,0.7875564130027634,1.9348138647624369,-0.513103230308679
1.315779785951554,1.1979105203340836,-0.25398183944153485,-0.033323396671722606,0.0972991472812588,-1.0223010371437964,0.6552388906957403,0.4342494530690861,-1.2222131026457965,1.8126660626838291,0.7539429746240228,0.13250588055960436,0.681777901336531,-0.4996187031755894,-0.9845023230725646,-0.09924287387045277
-0.7333670708544008,-0.5246176746959769,1.8733926638400384,0.7778112484916957,0.3346683601359375,0.2946362121781079,0.6143707677936397,-0.7265948433785999,-1.3570868082383332,0.12260475187926893,-1.3199122752577908,0.44223673596168583,0.6575191544300377,-2.1901705404233356,0.2777385943901725,-3.235874084958108
-0.11330308501985945,-0.16381652170624708,1.7582238339053569,0.7905146825331851,0.5190525645759558,0.8569454675909529,0.18406293337347157,-0.29733260957608565,-0.8875214561897627,0.7623767425442153,-0.06633543409190754,1.1702456078483476,-1.00742346695269,-0.10959270169787677,0.04383091081371136,0.4043483411212896
-1.1081409123160328,0.47539458224376063,0.30356872432115906,-0.18583640170149002,-0.5572706675720056,0.7648328293910305,0.963269868096613,0.000837762942100278,-0.07894022344916611,-1.4459162541054935,0.07619745405632568,0.5403689155551313,-0.5450946888492962,-0.09248449037909515,-1.0016019481710732,-0.30593192838727706
0.17981825068888596,-1.0879341933436155,-0.5856638970260124,0.5020916688221612,-1.0175228896775346,0.27103883416770136,-0.13955148989017252,0.3397463592620873,0.6860218747050878,-0.150422509767548,0.8638673875532739,-0.8941491527195071,1.6855763543632407,-0.39732657253840264,0.6852631992064875,-1.0531468296538782
1.5463738426049927,0.9028499228752663,0.5829056719008574,-0.4026738682899926,1.1184550143302934,-0.10839968440161078,0.9446748946764301,-0.02035073528865672,0.1469333899484568,-0.06361700698935853,-0.06829616726143004,-0.6336765298898048,0.09822506481476508,0.20271141065468845,-0.37684848749066546,0.34848259603773357
0.04073881139570735,0.605392633210422,-0.15803418244562892,0.19931408914420276,0.25046628697081574,-0.2643014928390003,0.7369943917110469,0.3705978145650753,0.7402707918607876,1.216399921749374,-0.09932066194466774,0.08857597048584331,0.7642194000827208,0.02243379754934613,0.002572109921719551,1.19475841006801
0.40725239171278144,0.09463602943172987,-0.35859979039473516,-0.951013329938054,0.033538999112168344,0.09916086905252756,1.1077615588808463,0.831690673705345,-0.2212962576647248,-0.18356033140180786,1.105261278262431,0.6207032295723058,-0.5262176056570058,-2.0638180505233867,-0.283651360512418,-0.9813329377864429
