H_real_0,H_real_1,H_real_2,H_real_3,H_imag_0,H_imag_1,H_imag_2,H_imag_3,x_real_0,x_real_1,x_imag_0,x_imag_1,y_real_0,y_real_1,y_imag_0,y_imag_1
0.44637056273950654,-0.77777448927664,-0.8347431328188708,-0.005223160004182761,-0.057473093426245646,-0.16123163522811193,-0.6704596099260758,-0.7478311616912475,1.034757633036025,0.17842792975836008,-0.16573876734954088,-0.26874294731180626,0.4395440480472468,-1.0931022773787926,-0.20551268464388991,-0.8981289672796775
2.9094631743442294,-0.9787222736859117,0.8397770573926365,1.178393737056796,0.49918816468746185,-0.48582901978486,1.5505153887212406,-0.25190536553331305,-0.527525662097874,-0.8587486721755596,0.06703832149330191,0.401340452548414,-0.6291609357731416,-1.329346301168124,0.332910827589193,0.23813198803889862
0.37777397695806836,-0.47116308128505224,-0.3145190946970403,-0.5159390361528287,0.35263358028487757,-0.6146971155108913,1.182454959872386,-0.6758145269377933,1.8956294951653392,-0.2538847406719936,-0.5001598699150116,-1.644956404115477,0.4763363719580939,-1.1005169087732767,2.1045993051496055,3.446821778312736
0.017290647227041933,-0.9566116040849868,0.1912291627218145,0.14680660378807184,-1.139606639690352,-0.9094998352815173,0.8340192166138167,-0.38205995287733197,-0.19401500108931416,-0.2538634068702424,-0.10961344309988143,0.6395149232032471,0.6870024469224298,0.23138801564865027,-0.09603454195325224,0.06062211941305919
-0.12398846648189445,0.5585389833011323,-0.1976658095832422,-0.65623492452269,-0.6970873533658644,1.0030661579988909,1.244647753881346,0.12339896683937095,0.435733437439447,-0.4225829330263913,-0.567637656523644,1.3652322415299751,-2.275316686876466,0.861934708756652,-0.23449700255654568,-0.575949349856349
0.5049772211789764,-1.3898419706610987,0.4078210856037022,1.4121909279169944,-0.10946039904316968,-1.4075730652016136,0.4956364787872418,-1.2038817621448927,-0.3691166812972773,-1.0254316631624274,0.5399157451121597,0.7536363683294282,2.2040107530725437,-0.361909280435992,1.261590678564916,1.6459865825819628
-0.7509377595749112,-0.9244837805767352,0.6792014674942445,0.8023434302295808,0.9059343588453587,0.4612532813922205,-0.20310270679091602,-0.916155853994895,-1.1583245875341253,-0.673622346915822,1.5203623173941392,0.31118069698859213,0.05524844921591324,-1.331640008508645,-3.025379590129837,1.793701069838721
1.3526950485542,0.09783569644361345,-0.38745996068921845,0.15226651127492652,0.5595312531144845,-0.4965606850018379,0.5104320691830779,-1.532982510966836,0.3212527333926087,-0.7068701516379342,0.7402557910925378,0.5434630022567334,0.5184902962573646,-0.0602650969960416,1.9145522762464031,1.2325028412247254
-0.1779031122480101,-2.511382824236923,1.1100712888261985,0.08268117628636662,1.4228375640900905,0.331242963945913,-0.37786084999326486,-0.03531437314424383,1.14270219007724,0.2933037971546658,0.8344439675352555,-0.8154483222506338,-2.293130943595938,0.7047477958219291,3.283405985058562,1.19176429367652
-1.3716723414774412,0.8074221016188698,0.13782637724752023,0.487774838220547,0.23282166260448983,-1.3333687267128984,-0.9299257833381779,-0.5805650931981877,-0.13736784366552537,-1.3595675845078312,-0.5637321810226578,0.5470028937983681,-0.44647700794838296,-0.8052409857397663,2.9375062922646458,1.572494892256053
